Stub,LBlight
stub-1013,10.48076923
stub-1070,27.4358974366667
stub-1072,17.98076923
stub-1074,12.2756410263333
stub-1078,6.66666666633333
stub-1169,34.1025641033333
stub-1183,1.21794871766667
stub-1188,29.9358974366667
stub-1189,24.23076923
stub-1214,15.92948718
stub-1254,14.9038461516667
stub-1260,33.26923077
stub-1264,2.14743589733333
stub-1273,45.76923077
stub-1319,24.1666666673333
stub-1325,1.60256410266667
stub-1330,34.1025641033333
stub-1424,30.76923077
stub-1819,28.6858974366667
stub-1829,29.51923077
stub-1854,27.4166666666667
stub-1869,15.0961538466667
stub-1881,19.55128205
stub-1882,22.7564102533333
stub-1884,29.9358974366667
stub-1887,25.48076923
stub-1889,33.1730769233333
stub-1891,27.8653846166667
stub-1914,13.044871795
stub-1923,5.961538462
stub-1926,23.0384615366667
stub-1947,25.1923076933333
stub-1950,28.21153846
stub-1955,10.288461539
stub-1974,40.76923077
stub-1981,30.740384615
stub-1996,6.743589745
stub-1998,40.76923077
stub-2001,16.39102564
stub-2010,9.615384615
stub-2014,35.6833333333333
stub-2018,35.76923077
stub-2024,2.14743589733333
stub-2031,15.6730769233333
stub-2048,9.615384615
stub-2052,2.82051282033333
stub-2064,11.923076922
stub-2075,44.51923077
stub-2083,39.490384615
stub-2111,28.26923077
stub-2113,21.6025641033333
stub-2152,39.1025641033333
stub-2161,19.9358974366667
stub-2192,26.0256410233333
stub-2193,33.26923077
stub-2232,39.26923077
stub-2239,28.125
stub-2245,13.8141025636667
stub-2247,19.599358975
stub-2255,33.76923077
stub-2293,20.75
stub-2310,30.76923077
stub-2789,18.3333333336667
stub-2791,42.4358974366667
stub-320,31.9219457017647
stub-322,34.9358974366667
stub-421,44.51923077
stub-435,45.76923077
stub-446**stub-792,16.1346153838333
stub-674**stub-817,12.179487179
stub-675,14.71153846
stub-712,5.64102564033333
stub-724,23.0769230766667
stub-739,30.2884615366667
stub-756,38.125
stub-964,21.990384615
