Stub,LBlight
stub-1016,9.9601063815
stub-1070,14.48936170275
stub-1074,11.9095744675
stub-1078,22.74822695
stub-1104,36.1595744666667
stub-1172,0.744680851
stub-1179,0.372340426
stub-1183,18.67021277
stub-1188,20.15957447
stub-1189,21.78723404
stub-1207,7.765957447
stub-1214,22.0212766
stub-1239,5.755319149
stub-1242,40.20212766
stub-1253,37.12765957
stub-1264,5.074468085
stub-1273,33.82978723
stub-1280,1.074468085
stub-1319,0.521276596
stub-1325,1.287234043
stub-1328,18.5106383
stub-1330,13.45744681
stub-2135,35.24822695
stub-2137,5.680851064
stub-2140,3.95744680925
stub-2152,37.0354609933333
stub-2161,32.303191485
stub-2163,30.75177305
stub-2191,31.09574468
stub-2193,35.60106383
stub-2235,17.25177305
stub-2238,23.09219858
stub-2239,37.41489362
stub-2241,7.244680851
stub-2245,17.6312056733333
stub-2247,18.71409574625
stub-2254,0.570921985833333
stub-2258,7.365248227
stub-2271,23.3297872333333
stub-2274,35.0283687966667
stub-2282,30.43085106
stub-285,30.19858156
stub-289,37.7765957433333
stub-320,34.9946808516667
stub-34,25.5106382966667
stub-365,19.54964539
stub-371,22.86170213
stub-421,32.35106383
stub-433,10.5354609926667
stub-435,24.7943262433333
stub-440,9.482269504
stub-441,20.2801418433333
stub-443,0.14893617
stub-446**stub-792,21.2588652466667
stub-477**stub-508,40.29432624
stub-480,12.0106382986667
stub-523,36.89361702
stub-525,2.2641843975
stub-540,11.5567375883333
stub-559,36.191489365
stub-566,11.815602837
stub-572,35.60283688
stub-573,19.4539007086667
stub-574,34.0425531933333
stub-575,16.968085108
stub-577,30.53900709
stub-579,4.42553191466667
stub-580,26.1241134766667
stub-586,37.8439716333333
stub-592,5.43262411366667
stub-596,3.16666666633333
stub-597,1.86879432633333
stub-599,11.0248226956667
stub-603,23.30141844
stub-605,8.86170212766667
stub-607,33.1666666666667
stub-608,12.1081560281667
stub-611,28.0106383
stub-614,3.19148936166667
stub-647,16.5141843973333
stub-652,13.1524822673333
stub-674**stub-817,8.17287234025
stub-693,1.01773049633333
stub-745,28.0319148933333
stub-901,19.7269503556667
stub-968,16.0212765945
stub-987,4.269503546
