Stub,LBlight
stub-1013,1.994047619
stub-1066,31.8412698433333
stub-1072,27.08333333
stub-1074,6.25
stub-1092,7.59920635066667
stub-1104,36.22619048
stub-1108,39.6507936533333
stub-1112,25.96428571
stub-1114,35.08333333
stub-1116,38.3253968266667
stub-1153,24.1547619
stub-1179,2.857142857
stub-1212,37.83333333
stub-1264,2.333333333
stub-1265,35.72619048
stub-1273,19.04761905
stub-1319,8.333333333
stub-1325,0
stub-1328,23.21428571
stub-1370,38.90079365
stub-1424,38.30952381
stub-1817,24.10714286
stub-1819,3.80952381
stub-1851,3.80952381
stub-1869,0.44047619
stub-1872,40.47619048
stub-1875,0.083333333
stub-1913,10
stub-1914,2.095238095
stub-1915,22.79761905
stub-1922,20.17857143
stub-1925,24.76190476
stub-1926,1.904761905
stub-1933,14.04761905
stub-1950,3.80952381
stub-1955,0
stub-1958,31.48809524
stub-1963,32.64285714
stub-1978,19.94047619
stub-1981,35.89285714
stub-1984,18.39285714
stub-1985,0.416666667
stub-1993,39.39285714
stub-1996,6.25
stub-1998,22.86904762
stub-1999,39.39285714
stub-2000,37.48809524
stub-2006,9.166666667
stub-2010,0.19047619
stub-2016,20.5952381
stub-2018,1.904761905
stub-2024,8.095238095
stub-2028,26.91666667
stub-2031,0.380952381
stub-2044,0
stub-2047,3.333333333
stub-2048,0
stub-2049,5.297619048
stub-2052,0
stub-2053,0
stub-2055,0.19047619
stub-2067,0
stub-2069,0.166666667
stub-2074,3.928571429
stub-2075,30.29761905
stub-2077,0.380952381
stub-2081,6.428571429
stub-2083,39.52380952
stub-2084,2.047619048
stub-2098,36.53571429
stub-2137,7.916666667
stub-2141,8.047619046
stub-2143,28.0555555566667
stub-2151,15.32936508
stub-2152,40.28571429
stub-2161,34.3373015866667
stub-2184,37.8769841266667
stub-2191,0.126984127
stub-2232,40.3452380966667
stub-2234,38.46031746
stub-2245,33.214285715
stub-2247,35.3373015866667
stub-2254,6.30952381
stub-2281,31.1071428566667
stub-2286,38.5992063466667
stub-2289,35.2182539666667
stub-2292,30.2777777766667
stub-2297,38.57142857
stub-2310,39.617063495
stub-289,34.82142857
stub-320,31.4047619066667
stub-322,35.1150793633333
stub-327,21.48809524
stub-328,20
stub-330,30.21031746
stub-369,24.41666667
stub-418,25.9722222233333
stub-421,40.23809524
stub-436,19.2460317466667
stub-440,0.0436507936666667
stub-446**stub-792,34.1150793633333
stub-450,6.904761905
stub-480,0
stub-523,8.15476190433333
stub-574,33.1130952375
stub-577,1.07142857133333
stub-579,0
stub-586,0
stub-596,9.166666667
stub-597,11.6071428583333
stub-613,26.8333333366667
stub-647,18.710317461
stub-652,24.88095238
stub-654,1.158730159
stub-658,0
stub-666,0.964285714333333
stub-671,0.357142857
stub-674**stub-817,7.32142857033333
stub-675,2.662698413
stub-712,0.357142857
stub-732,0
stub-739,6.25
stub-747,0.380952381
stub-753,37.3174603166667
stub-756,39.6269841266667
stub-761,11.40873016
stub-852,12.97619048
stub-901,39.9047619
stub-958,33.67063492
stub-964,10.7142857116667
stub-968,22.32142857
stub-987,31.16666667
