Stub,LBlight
stub-1016,37.72222222
stub-1070,35.63333333
stub-1072,4.055555556
stub-1074,22.75555556
stub-1078,42.85555556
stub-2120,45.46851852
stub-2123,35.2777777766667
stub-2135,36.7555555533333
stub-2137,4.896296296
stub-2138,39.0925925933333
stub-2140,3.185185185
stub-2152,56.2407407416667
stub-2161,34.44691358
stub-2232,35.32962963
stub-2236,19.5407407433333
stub-2238,37.4703703666667
stub-2239,52.9629629633333
stub-2241,1.02962962966667
stub-2244,10.6037037043333
stub-2245,44.35185185
stub-2247,24.0259259253333
stub-2254,1.4
stub-2257,0.370370370333333
stub-2271,51.2777777766667
stub-2273,19.15185185
stub-2274,31.9
stub-2283,26.2925925933333
stub-2296,30.25185185
stub-26,22.4925925933333
stub-279,34.8074074066667
stub-287,1.04444444433333
stub-320,29.0901234572222
stub-323,46.24074074
stub-330,43.5148148166667
stub-34,45.0888888866667
stub-368,25.6333333333333
stub-371,40.01851852
stub-377,15.7370370386667
stub-378,29.6962962966667
stub-402,18.0814814833333
stub-408,20.2666666633333
stub-409,42.97037037
stub-421,54.8611111133333
stub-43,35.9925925933333
stub-433,4.57407407433333
stub-435,43.4703703733333
stub-440,35.6796296283333
stub-441,24.47037037
stub-442,32.3888888866667
stub-443,0.985185185
stub-446**stub-792,42.824074075
stub-477**stub-508,14.65555556
stub-478,45.5148148133333
stub-480,39.37777778
stub-509,13.9722222225
stub-511,20.3962962966667
stub-523,33.2839506177778
stub-525,1.025925926
stub-540,39.9444444433333
stub-552,30.1074074066667
stub-571,1.36666666666667
stub-572,50.4259259266667
stub-573,32.9518518533333
stub-574,45.6481481477778
stub-579,10.309523809
stub-586,33.6111111133333
stub-592,8.848148148
stub-593,48.5740740766667
stub-596,15.4444444446667
stub-597,9.62962962866667
stub-600,14.6037037033333
stub-605,10.1481481496667
stub-607,39.5
stub-608,12.8703703666667
stub-609,1.496296296
stub-614,0.914814814666667
stub-623,41.8444444466667
stub-647,40.6592592566667
stub-658,35.5555555566667
stub-674**stub-817,24.18611111
stub-675,48.5925925933333
stub-724,46.916666665
stub-739,44.25925926
stub-852,46.16666667
stub-901,33.3333333325
stub-958,9.377777778
stub-968,53.36666667
stub-987,4.411111111
stub-992,42.61111111
