
-0.5203731 -0.5534855 -0.5306259 -0.6695874 -0.3086603
-0.07743057 -0.4020762 -0.4533795 -0.8661934 0.6416356
0.3341167 -0.2442233 -0.3416181 -0.9244693 0.5775012
0.4744434 -0.2847291 -0.4874679 -0.8581016 -0.02114552
-0.02273451 -0.4221212 0.3094654 -0.6362224 -0.2015084
0.09854695 -0.4494203 0.6547755 -1.008525 -0.1486912
0.6505079 -0.8773634 0.5626446 -0.5470369 -0.3811373
0.1915219 -0.615091 0.6952231 -0.09466502 0.4694681
-0.5069517 -0.08279205 0.9705892 -0.4172115 -0.296101
-1.707246 0.1643494 1.097926 -0.3535338 -0.3126698
-1.546558 -1.027478 1.201581 -1.364638 -0.4330547
-1.631726 -1.104057 1.968197 -1.826138 -1.462262
-1.002868 -1.204983 2.263019 -1.459968 -1.640286
0.09170756 -1.390958 1.983401 -1.638284 -1.452076
-0.4190566 -1.935064 1.817019 -0.8096538 -1.404182
-0.4313251 -1.617156 1.411764 -0.2574709 -1.550671
0.09578605 -1.810472 1.280002 -0.254843 -2.238091
0.3680041 -2.326013 1.639416 -0.3655831 -2.266061
1.46 -2.652382 1.411623 -0.6556262 -1.490516
0.8901789 -3.618236 2.079622 -0.8116046 -1.35551
1.088533 -3.993316 2.066741 0.1866114 -1.276859
0.176439 -3.731782 1.904776 1.074982 -1.078156
0.2445268 -3.583629 1.528661 0.9001064 -1.264967
0.4640526 -3.704903 1.28086 1.170031 -1.679726
0.5232729 -3.894163 0.7216392 0.8211001 -1.234446
0.3858476 -4.420837 0.7663901 1.233299 -0.7452468
0.07155906 -4.508229 0.3880864 1.329384 -0.4245747
0.2359728 -4.737262 0.4007687 2.496169 -0.6468931
0.0587695 -5.338486 0.1141341 2.010057 -0.5300946
0.02754382 -5.121841 0.315429 1.52078 -0.1866604
0.1666369 -5.755158 0.5213893 1.747723 -0.337975
0.2468896 -5.283745 0.4047888 2.043378 -0.000488224
1.036229 -5.647949 -0.05951855 1.339415 0.5886466
0.717757 -5.80902 -1.070629 1.329726 -0.2377362
0.8199023 -5.157927 -1.172419 2.13233 -0.8237273
0.4459806 -5.385602 -0.7958187 1.602852 -1.305596
0.1674813 -5.521884 -1.354135 1.666106 -1.509409
-0.6748554 -5.377233 -0.7355954 2.233178 -2.412053
0.1435839 -5.733158 -0.1009949 2.531131 -2.510887
0.1309995 -5.501447 0.1926725 3.484565 -1.971394
0.05431401 -5.180151 0.4766149 3.816678 -2.365058
0.1361138 -5.559854 0.5286331 3.878151 -2.426094
-0.3307447 -5.325358 0.5349082 3.66215 -2.325857
0.4063994 -4.410192 0.2018683 2.779067 -1.732598
0.5203707 -4.024432 -0.07852969 2.816087 -2.666173
1.406529 -4.394038 0.07771579 3.052017 -2.35819
0.8810785 -4.526557 0.5169228 2.178492 -1.848337
1.635747 -4.159292 0.2723571 2.012064 -1.811051
2.629853 -4.037016 -0.3166057 1.947152 -1.555279
1.84774 -4.185554 -0.4700021 2.323008 -1.643332
1.488166 -4.45902 -0.2489934 2.810095 -2.073594
1.338058 -4.361485 0.06877836 2.928369 -2.175632
1.738792 -4.942944 0.4395199 3.433831 -2.23561
1.935753 -5.040687 0.1878766 3.250027 -1.45649
1.162466 -4.623172 0.1351662 3.510744 -0.8547777
1.141229 -4.514039 0.6245261 3.641382 -0.8288881
0.8704629 -3.916823 0.1616035 3.120429 -1.165035
1.191131 -3.838883 0.731388 3.667875 -2.026973
1.034894 -4.42034 0.7567626 3.587172 -2.424327
1.166433 -4.345622 0.134388 2.843157 -2.473923
0.4826108 -4.613209 0.5614659 2.425297 -2.362223
0.6479102 -3.631437 -0.3135053 2.39477 -2.661034
1.048463 -4.100992 -0.04249444 2.175483 -3.511735
1.390596 -4.384801 -0.3595394 2.859675 -3.889536
1.005354 -4.635721 0.3531821 2.238722 -2.875119
0.6861185 -4.674455 0.7678374 2.617284 -3.309028
0.7257667 -4.852716 1.261651 2.262492 -3.416623
1.212378 -4.585435 1.415641 1.753407 -3.205137
1.43991 -4.351872 1.885844 0.7653117 -3.414292
1.653564 -4.50875 1.645735 0.6344113 -2.438267
1.962806 -4.335889 1.856286 1.030002 -2.297768
1.87482 -3.791441 1.95149 1.029683 -1.585428
0.9655217 -4.650115 1.528252 1.377559 -1.58955
0.2035358 -4.994724 0.7548809 2.039069 -0.8270538
0.7828672 -4.850621 0.4981565 2.659128 -1.323936
1.122365 -4.223372 0.6598617 2.69949 -1.304966
0.8535969 -4.097865 0.5103019 2.211525 -1.244707
0.4563061 -4.614851 -0.3144893 1.488085 -1.14412
0.9926014 -4.264189 0.3307164 1.502436 -1.302397
1.668921 -5.319481 0.01103529 0.885997 -1.244997
1.264716 -5.539459 0.5649304 0.07620578 -1.879647
1.411174 -4.963266 0.23603 -0.4633787 -2.852813
1.139315 -4.31693 0.2977457 -1.2024 -2.424697
0.5862907 -4.314358 0.06085636 -1.12928 -3.625877
0.8692212 -3.739787 0.2013781 -0.7743059 -4.368129
0.3894739 -4.543248 0.4665687 -1.174568 -3.756285
0.3784945 -4.194268 0.909141 -1.10564 -3.143261
-0.03396677 -4.238708 0.5691858 -0.4021771 -3.019291
-0.1160482 -4.12843 0.6761683 -0.1203649 -3.067761
-0.8185714 -3.929691 0.6911988 0.3700147 -2.6431
-1.098475 -3.713383 1.055996 0.4012565 -2.281677
-0.4774025 -3.000525 0.3129 0.7824881 -1.999109
-0.3416469 -2.260294 -0.04266574 0.7806925 -1.583428
0.7738613 -1.736679 0.6312965 0.2871552 -1.395486
0.08107316 -1.815339 0.9748414 -0.521267 -1.249948
0.3019749 -2.004518 0.108071 -0.6351848 -1.32547
0.4903999 -2.78706 0.6437411 -0.315991 -1.053615
0.2462989 -2.828487 1.186507 0.09616602 -1.397085
0.5734258 -2.77799 1.392134 -0.3564338 -1.456214
0.9958096 -2.825933 0.8568402 -0.4486664 -1.292561
1.352954 -2.430399 1.036229 0.5588488 -1.353557
0.9276777 -1.818405 0.866443 0.7159517 -0.8658904
