probIn scale
0.5732655 7.895024e-05
0.581739 7.944813e-05
0.6090292 7.961186e-05
0.5986984 8.042162e-05
0.606026 8.069622e-05
0.6085562 7.993473e-05
0.6009365 8.250598e-05
0.6021048 8.130589e-05
0.6006336 8.249045e-05
0.5873236 8.12865e-05
0.5848503 8.336079e-05
0.5850741 8.345062e-05
0.5691947 8.33303e-05
0.5757385 8.154242e-05
0.5631383 8.075526e-05
0.5573835 8.004163e-05
0.5597685 7.874254e-05
0.5668773 7.788896e-05
0.5595444 7.713572e-05
0.5571409 7.731248e-05
0.5663025 7.692868e-05
0.5675589 7.761807e-05
0.5964444 7.673907e-05
0.5943931 7.653221e-05
0.5825837 7.824917e-05
0.5767775 7.699292e-05
0.5555801 7.592126e-05
0.5464834 7.66266e-05
0.5559048 7.689969e-05
0.5597162 7.523832e-05
0.5643258 7.486753e-05
0.577872 7.377295e-05
0.5901213 7.504375e-05
0.5786602 7.514423e-05
0.5826847 7.413747e-05
0.5891951 7.628286e-05
0.5832596 7.827067e-05
0.5781412 7.729417e-05
0.5736282 7.543109e-05
0.5809712 7.474921e-05
0.5711789 7.351986e-05
0.5845696 7.514154e-05
0.5762417 7.633628e-05
0.5638351 7.699288e-05
0.5612474 7.658132e-05
0.5674206 7.636972e-05
0.5749812 7.720224e-05
0.572447 7.839587e-05
0.5532767 7.794151e-05
0.5515737 7.6418e-05
0.5491017 7.82338e-05
0.5786321 7.883831e-05
0.5839932 7.957313e-05
0.5791369 7.898032e-05
0.5895365 7.80488e-05
0.5946202 7.762921e-05
0.6076529 7.629153e-05
0.5870112 7.867136e-05
0.5745674 7.738792e-05
0.5699291 7.683373e-05
0.5657241 7.672112e-05
0.551611 7.785946e-05
0.5432535 8.010539e-05
0.5148811 7.740919e-05
0.5159826 7.928843e-05
0.524191 7.837054e-05
0.5432689 7.817139e-05
0.5363153 8.033515e-05
0.5237056 8.027419e-05
0.5173683 7.942917e-05
0.5132958 8.043819e-05
0.5244572 8.027519e-05
0.5215038 8.127424e-05
0.5373993 8.243198e-05
0.544383 8.242907e-05
0.555856 8.329001e-05
0.537493 8.601064e-05
0.5404468 8.765997e-05
0.5509998 8.79157e-05
0.5459363 8.966379e-05
0.549916 8.885179e-05
0.5467081 8.788199e-05
0.5385187 8.863379e-05
0.5513604 8.609689e-05
0.5465331 8.685224e-05
0.5583104 8.629002e-05
0.5754259 8.529655e-05
0.5573103 8.432436e-05
0.5463125 8.628976e-05
0.5595175 8.621855e-05
0.5616135 8.627551e-05
0.5600824 8.650384e-05
0.5426211 8.595025e-05
0.5434084 8.459344e-05
0.5438867 8.187242e-05
0.5374788 8.057382e-05
0.5339377 8.108585e-05
0.5357175 8.086656e-05
0.5405024 8.076911e-05
0.5408269 8.109702e-05
0.5404523 8.076165e-05
0.5360467 8.016288e-05
0.5415317 8.194916e-05
0.5412105 8.203231e-05
0.5347517 7.89806e-05
0.5319445 8.018709e-05
0.5317053 8.045171e-05
0.5180241 8.037497e-05
0.5146644 8.082546e-05
0.5191896 8.168516e-05
0.5232469 8.382493e-05
0.5221492 8.377655e-05
0.5137057 8.234861e-05
0.5294217 8.159086e-05
0.5384267 8.1126e-05
0.5243236 8.135785e-05
0.5382002 8.230463e-05
0.5283739 8.262944e-05
0.5307327 8.177934e-05
0.5241252 8.198995e-05
0.5273632 8.246392e-05
0.519932 8.193555e-05
0.5176982 8.158066e-05
0.5112685 7.911778e-05
0.5170141 7.838104e-05
0.5119317 7.772495e-05
0.5212864 7.855169e-05
0.5234455 7.890106e-05
0.5273179 7.639049e-05
0.5050507 7.615455e-05
0.4981916 7.767167e-05
0.5040951 7.917519e-05
0.4976292 7.827538e-05
0.4945012 7.893769e-05
0.4895041 7.982181e-05
0.4910888 7.988133e-05
0.4881417 8.24796e-05
0.4810455 8.32686e-05
0.4784045 8.330007e-05
0.4843217 8.339985e-05
0.5047225 8.276126e-05
0.5124065 8.535208e-05
0.5082134 8.658396e-05
0.5022717 8.829207e-05
0.4959687 8.765122e-05
0.4972469 8.766078e-05
0.5066867 8.693324e-05
0.5070774 8.654126e-05
0.5053353 8.665687e-05
0.4977222 8.842775e-05
0.5006258 8.817477e-05
0.5078267 8.547128e-05
0.5061961 8.56064e-05
0.5011916 8.583461e-05
0.4935129 8.494946e-05
0.5021697 8.656027e-05
0.5131443 8.598438e-05
0.538297 8.709859e-05
0.5177492 8.848753e-05
0.5180312 8.822858e-05
0.5017731 8.689861e-05
0.4921201 8.441917e-05
0.50933 8.191244e-05
0.5014864 8.286078e-05
0.5199708 8.3607e-05
0.5166045 8.318027e-05
0.5363324 8.196669e-05
0.5511621 8.365669e-05
0.5495624 8.362054e-05
0.5632286 8.352689e-05
0.5570709 8.248853e-05
0.5576868 8.151791e-05
0.5613213 8.006281e-05
0.5691145 8.109207e-05
0.5596458 8.053876e-05
0.5616642 8.072588e-05
0.5619017 7.966715e-05
0.559036 8.082051e-05
0.5680851 8.041365e-05
0.5755274 8.079032e-05
0.5676223 7.910601e-05
0.5664233 7.927812e-05
0.5805803 7.757951e-05
0.5854446 7.666439e-05
0.5790426 7.523216e-05
0.5761134 7.569174e-05
0.5938292 7.629944e-05
0.6052428 7.511304e-05
0.6011161 7.497411e-05
0.5991154 7.480907e-05
0.6063048 7.52839e-05
0.5906315 7.628004e-05
0.5655342 7.767962e-05
0.5568361 7.663387e-05
0.568552 7.720221e-05
0.5624594 7.723863e-05
0.5650969 7.659196e-05
0.5485064 7.63794e-05
0.5396914 7.787123e-05
0.5436934 7.602926e-05
0.5430936 7.707693e-05
0.5526589 7.587463e-05
0.5459338 7.568315e-05
0.551271 7.482027e-05
0.5536689 7.54953e-05
0.5472531 7.718603e-05
0.5651683 7.733514e-05
0.568514 7.766895e-05
0.5648022 7.713103e-05
0.5737132 7.839866e-05
0.5950871 7.975804e-05
0.5828879 8.096687e-05
0.5672065 8.033485e-05
0.5750759 8.43963e-05
0.5919836 8.492373e-05
0.5848884 8.58157e-05
0.5840926 8.428288e-05
0.5841545 8.603619e-05
0.5902748 8.796019e-05
0.5946288 8.867062e-05
0.6097806 8.796273e-05
0.6296949 8.760465e-05
0.6323581 8.593635e-05
0.6221375 8.576532e-05
0.6170319 8.675857e-05
0.5981851 8.596421e-05
0.5831832 8.601164e-05
0.584278 8.408366e-05
0.5600106 8.371491e-05
0.5949791 8.434911e-05
0.5801613 8.438834e-05
0.5787084 8.319498e-05
0.612807 8.340652e-05
0.6097232 8.508614e-05
0.6180133 8.402978e-05
0.5955062 8.313324e-05
0.6032544 7.990597e-05
0.5930107 7.997724e-05
0.5843583 7.564102e-05
0.5749129 7.670098e-05
0.5860408 7.605761e-05
0.5992396 7.587463e-05
0.5944426 7.744166e-05
0.6027336 7.931186e-05
0.6256317 7.93596e-05
0.6366189 7.946928e-05
0.6434696 7.820804e-05
0.6498484 7.642544e-05
0.6469523 7.631513e-05
0.6522489 7.799673e-05
0.6506673 7.959736e-05
0.6413386 7.910634e-05
0.6276395 7.91013e-05
0.6250525 7.708012e-05
0.6120626 7.800024e-05
0.6314181 7.766585e-05
0.6360721 7.731725e-05
0.6306911 7.673641e-05
0.6371448 7.639755e-05
0.6347817 7.862166e-05
0.6346253 8.031317e-05
0.6516888 8.08834e-05
0.6504056 8.228053e-05
0.6479794 8.196136e-05
0.6443691 8.289046e-05
0.6359611 8.371904e-05
0.6330242 8.489831e-05
0.6570991 8.320312e-05
0.6582715 8.290251e-05
0.6517095 8.366465e-05
0.6534517 8.445225e-05
