
-0.2129807 -0.3707278 -0.7557894 0.1417562 -0.1333095
-0.2835695 -0.8450598 -0.4577012 0.9828155 0.01922759
-0.3562715 -0.4877431 -0.7342234 1.155456 -0.1523134
-0.07522287 -0.4941943 -0.4367872 1.522261 0.3001267
-0.09792557 -1.173729 0.3852214 1.331933 0.4306843
-0.1430654 -1.352537 0.5805349 1.543109 -0.114124
0.2250497 -1.252294 0.0548255 1.596829 0.06196892
0.6905212 0.005376472 0.5607068 2.002945 -0.1325781
0.9486321 -0.7886209 1.276792 1.211451 -0.2748039
0.7032738 -0.8359287 1.582178 1.725834 0.5707028
0.7775082 -0.9884376 1.649502 1.999952 0.2103487
1.007892 -1.158939 1.296122 1.254003 -0.5808228
0.9933314 -1.492987 1.890449 2.061249 -0.8084626
1.364537 -1.286342 1.301324 2.275831 -1.2486
0.8530537 -2.143919 1.049426 2.459311 -0.9430271
1.288526 -2.525834 1.360441 2.908702 -1.541172
1.308941 -1.582266 1.037215 3.231548 -1.177674
1.295515 -2.442474 1.004136 4.250391 -1.640426
1.135002 -3.626434 1.559315 4.225764 -1.66076
0.9560898 -4.134091 1.7098 3.741336 -2.252262
1.543345 -4.511379 1.838091 4.315821 -2.192271
1.553149 -4.420081 1.943149 4.400016 -2.540168
1.414743 -4.699988 1.294896 3.894344 -2.631738
1.926244 -5.186917 1.09513 3.844758 -2.483968
1.634153 -5.147153 0.9117399 3.512649 -2.177587
2.36809 -4.948301 1.246202 3.645223 -2.384255
2.747834 -4.979036 0.8661096 2.525906 -2.945004
3.547202 -4.270392 0.5422498 2.830893 -1.991978
3.338926 -4.772762 0.640368 2.370669 -1.060037
3.453001 -4.839384 -0.01328019 2.367707 -0.6872316
3.552812 -5.243776 -0.1663192 2.143967 -0.9060126
3.633558 -5.647748 -0.3196443 2.532405 -0.3446532
3.855887 -5.95349 0.1434463 3.023018 -0.3051882
4.423385 -5.951939 0.441562 3.141949 -0.9010831
4.231602 -5.407916 0.361785 2.708269 -0.7580994
4.293139 -6.008412 0.1347879 2.832431 -1.079893
3.931235 -6.045673 -0.06085871 2.59603 -1.1936
3.97137 -6.035731 -0.1072806 3.739531 -1.190164
3.919499 -7.104144 -0.1100002 3.094508 -0.8260794
3.841736 -7.616607 -0.7872925 3.169968 -1.124352
4.604716 -7.689056 -0.8191444 2.773327 -1.922929
4.670495 -7.674782 -1.297059 2.849462 -1.586621
4.407348 -7.706006 -1.578096 2.709765 -1.635256
4.214831 -7.837898 -1.36499 2.930911 -1.346211
4.383046 -8.104077 -0.9635202 3.868627 -2.204764
4.759881 -7.670523 -1.665325 3.734114 -1.787563
4.633936 -7.519411 -1.682109 4.47639 -1.831929
3.710336 -7.520829 -1.339433 4.337114 -2.026966
3.697514 -7.261737 -1.331952 3.764958 -1.382464
3.474972 -6.087306 -0.7862456 3.606616 -1.228402
3.072056 -5.564 0.08951183 4.46935 -0.5083897
2.98917 -5.368379 0.1458447 5.014642 -1.069255
2.305546 -5.586357 -0.2227416 4.30954 -1.199399
2.128075 -5.742146 -0.3479713 3.085616 -1.598635
1.927982 -5.360129 -0.5668044 2.61144 -1.695284
2.707622 -5.674459 -0.483932 2.253239 -2.234103
2.537436 -6.102958 -0.7668432 2.577692 -1.949687
2.041603 -5.817262 -0.4650267 2.016894 -2.186056
2.44494 -5.645769 -0.2162548 1.789634 -2.144367
2.692604 -5.51906 -0.6994265 2.036768 -1.736492
2.545918 -5.659648 -0.3763983 1.633174 -1.892062
2.923764 -4.847414 -0.02395333 1.907839 -1.617885
2.414774 -5.088245 0.6307279 1.347466 -1.935286
1.721644 -5.164012 0.2139352 1.310318 -1.998151
1.507477 -5.571392 0.3680817 1.773767 -1.819321
1.660309 -6.047513 0.4201421 2.635869 -2.159744
1.419182 -6.734212 0.3571695 3.021528 -2.101066
1.749147 -6.719359 0.5002694 3.403556 -2.249051
1.489635 -6.783099 0.1675435 3.160931 -2.502307
1.383112 -7.561893 -0.2330853 2.742482 -2.812767
1.735996 -7.574594 -0.9077395 2.019329 -2.923685
1.766483 -7.723917 -0.7458635 2.213806 -2.584288
2.199401 -8.12981 -1.217711 2.05316 -2.452304
1.440832 -8.118108 -0.7550728 2.434602 -2.713792
1.646937 -8.109951 -0.8510746 2.883506 -2.604865
1.674653 -7.823955 -1.106145 3.405181 -3.493756
2.077065 -7.438949 -1.540304 4.28236 -3.474957
2.525472 -7.635863 -1.458123 3.487222 -3.915558
2.564518 -7.353441 -1.73843 3.621698 -3.418856
2.871179 -6.863177 -1.779848 3.20271 -3.22841
2.583036 -6.663661 -1.774602 2.895938 -3.070102
1.912078 -6.45183 -2.0066 2.511902 -4.120838
1.905953 -6.152207 -2.145256 2.495829 -4.007589
2.398728 -6.072955 -1.687678 1.527348 -4.29677
2.106007 -6.368752 -2.196854 1.148292 -3.730266
2.054033 -6.431762 -1.857128 2.033277 -3.032996
1.817465 -6.09841 -1.138916 2.465768 -2.683645
1.694772 -5.860234 -0.9962175 2.728252 -2.099194
1.204846 -5.96794 -1.235491 2.160518 -1.404595
2.182704 -5.436587 -1.880786 2.093295 -0.924467
1.914464 -5.381339 -1.106723 1.619708 -1.154069
1.782555 -5.574328 -1.177051 1.79791 -1.268879
1.698795 -5.146439 -1.431103 1.095938 -1.118424
2.083659 -4.984805 -0.8826674 0.6913081 -1.32949
1.997771 -4.936022 -0.4384221 0.2678828 -0.8108648
1.948219 -4.727027 -0.7595787 0.02625608 -1.00839
1.318955 -5.601679 -0.5706084 0.04913264 -1.191437
0.608671 -5.236579 -0.3299624 -0.5657623 -1.654922
0.2812656 -4.798824 -0.6252312 0.3798576 -1.234058
0.01632559 -5.01193 -0.9570407 -0.1922655 -1.403663
0.6112351 -4.805951 -0.6041245 0.001386522 -1.706076
1.06041 -5.102536 -1.132856 0.7798668 -2.334837
1.224507 -5.305175 -0.404424 1.64493 -2.158541
0.2460766 -6.076474 0.44698 1.447215 -2.503898
0.1188638 -5.77481 0.9034723 2.557243 -2.535337
0.1684085 -4.901317 0.4963822 3.110899 -2.57553
-0.721151 -5.776156 0.4041675 2.711208 -3.72169
-0.4557735 -5.337947 0.501126 2.695751 -3.597953
-0.1932263 -5.9296 0.3340613 2.156907 -4.527919
-0.0350897 -6.746523 -0.3185952 2.251043 -4.00709
0.5233648 -6.380842 -0.1484976 2.351991 -4.556139
0.4068232 -5.899555 0.3937155 2.140668 -4.828864
0.03920839 -5.88768 0.2451464 1.053541 -4.791955
-0.442947 -6.308413 -0.0006755747 0.4674025 -5.144324
-0.4242332 -5.99817 -0.1967542 0.6843706 -5.147928
-0.4798324 -5.681378 -0.01962981 1.223153 -4.64136
-0.6074286 -5.136439 0.1954418 1.029181 -4.555026
-0.2072506 -5.344495 -0.08734349 1.298851 -4.648372
-0.08732244 -5.777079 0.4188975 1.182796 -4.114934
-0.2597346 -5.625305 0.5625808 1.587432 -3.623634
-0.2762209 -5.883449 0.6277918 0.6163501 -2.672483
0.2375714 -6.108687 0.1298723 0.5783201 -2.275948
0.2840843 -5.917306 0.4214603 0.1935263 -2.593365
-0.04461824 -5.569015 0.4935456 0.140424 -2.593003
0.3105343 -5.09756 1.017232 -0.5234018 -2.675477
