probIn scale
0.4573842 0.0005123918
0.471618 0.0005245094
0.4780668 0.00051576
0.4951969 0.0005328763
0.4573518 0.0005265348
0.4786459 0.0005106399
0.4852876 0.0005146281
0.4757931 0.0005043936
0.507444 0.0005127091
0.4895388 0.000527006
0.5030396 0.0005136528
0.4701596 0.0005399007
0.4523227 0.000510016
0.4557011 0.0005008433
0.4749797 0.0005100196
0.5124652 0.0005036985
0.5008694 0.0004991146
0.4960273 0.0004970356
0.4722127 0.0004864677
0.4889246 0.0004606812
0.4810063 0.0004894167
0.4768136 0.0004906927
0.4625049 0.0004733956
0.5035274 0.0004768133
0.5326248 0.0004684551
0.5520682 0.0004626795
0.5080331 0.0004690221
0.5324234 0.0004647289
0.5386703 0.0004568106
0.5144526 0.0004639204
0.5180318 0.0004513345
0.5049144 0.0004586403
0.4920328 0.000446849
0.4908951 0.0004374199
0.4794825 0.0004328257
0.4909599 0.0004266446
0.4970328 0.0004264875
0.5115631 0.0004114504
0.4892928 0.0004264263
0.4866227 0.0004279329
0.500677 0.000428391
0.5369923 0.0004522459
0.5355281 0.0004487471
0.5404374 0.0004358975
0.5433866 0.0004332038
0.5604298 0.0004213256
0.5629731 0.0004120212
0.5885237 0.0004067244
0.5916713 0.0004125424
0.5929083 0.0004128984
0.5599259 0.0004042164
0.5480981 0.0003943813
0.5660529 0.0004045547
0.577037 0.0003946171
0.5698481 0.0003881865
0.5300144 0.0003755114
0.5862339 0.0003750287
0.593284 0.0003814244
0.626811 0.0003730284
0.6614896 0.0003671075
0.6657911 0.0003876006
0.6494894 0.0003812089
0.6433348 0.0003720755
0.6225117 0.0003815671
0.5870261 0.0003916329
0.5632243 0.0003986396
0.5472891 0.0003849391
0.5394669 0.0003886606
0.5243091 0.0004094642
0.5258506 0.0004192966
0.5753804 0.0004262064
0.5999078 0.0004382514
0.6169313 0.0004381086
0.6148716 0.0004417037
0.6230331 0.0004207476
0.6318494 0.0004211679
0.6281687 0.0004055277
0.604181 0.0003953363
0.5921912 0.0003913618
0.5777406 0.000402556
0.5897305 0.0004050147
0.5953258 0.000409686
0.599295 0.0004031068
0.5886885 0.0004208492
0.5469189 0.000397616
0.5438404 0.0003815343
0.5766951 0.0003893733
0.5730207 0.0003781987
0.5311078 0.0003734074
0.5062544 0.0003635502
0.5271611 0.0003685913
0.5489332 0.000366575
0.5749583 0.0003737066
0.6005319 0.0003809563
0.603128 0.0003933342
0.6009246 0.0003906667
0.6189103 0.0003945624
0.5645491 0.0003756693
0.5940803 0.0003650856
0.6119432 0.0003547564
0.6335878 0.0003485118
0.6444396 0.0003532247
0.6758844 0.0003457185
0.6645702 0.0003490845
0.6538787 0.0003299055
0.6447028 0.0003293256
0.6426147 0.0003293548
0.6388538 0.0003380693
0.654719 0.0003394872
0.6547878 0.0003232404
0.6633384 0.0003278342
0.6410067 0.0003340961
0.6480749 0.0003366423
0.6655091 0.0003402243
0.6177992 0.0003312433
0.6181823 0.0003397165
0.6159757 0.0003590434
0.6176605 0.0003672716
0.6348752 0.0003686047
0.6023461 0.0003727855
0.5968291 0.0003785213
0.590665 0.0003749847
0.5953699 0.0003594245
0.5720559 0.0003533702
0.5832613 0.0003477162
0.5813495 0.000340187
0.5539349 0.0003508035
0.5324829 0.0003557503
0.5430366 0.0003568977
0.5271372 0.000337425
0.5542907 0.0003313564
0.5700864 0.0003364412
0.5983914 0.0003475127
0.5769401 0.0003437558
0.5871913 0.0003406286
0.6235657 0.0003417064
0.6389246 0.0003435909
0.6108551 0.0003568451
0.5799867 0.0003528993
0.5660759 0.0003519313
0.5942911 0.0003615441
0.6302661 0.0003545796
0.6591411 0.0003506859
0.635717 0.0003539593
0.6223721 0.0003729212
0.6467886 0.0003762944
0.6654345 0.0003673909
0.6884488 0.000351348
0.7187419 0.0003545851
0.7608084 0.0003478749
0.7674983 0.0003574182
0.7593564 0.0003667544
0.749738 0.0003754571
0.7831426 0.0003787495
0.7586847 0.0003845648
0.7662468 0.0003816158
0.7444942 0.0003680467
0.7402793 0.0003556857
0.7479201 0.0003561711
0.7421265 0.0003729067
0.7403634 0.0003736239
0.7513939 0.0003809791
0.7622856 0.0003807474
0.7417232 0.0003651988
0.7350731 0.0003661119
0.7306141 0.0003627987
0.6910582 0.0003405181
0.6980528 0.0003518467
0.6800398 0.0003503858
0.6436823 0.0003693966
0.6480747 0.0003761497
0.6506705 0.0003755807
0.6208313 0.0003764179
0.6051341 0.0003619076
0.6310649 0.0003748129
0.6351077 0.000382435
0.6470475 0.0003853889
0.6513516 0.000380632
0.6745738 0.0003755823
0.667453 0.0003832184
0.6809691 0.0003883689
0.6669767 0.0003841133
0.6813747 0.0003943034
0.656479 0.000397512
0.7075169 0.0003894068
0.7020644 0.0003757398
0.6591618 0.0003564659
0.6517211 0.0003689583
0.6733573 0.0003739665
0.6952333 0.0003794539
0.6857354 0.0003663493
0.708823 0.0003512731
0.7015461 0.0003428031
0.7178734 0.000341009
0.6979246 0.0003419934
0.6970302 0.0003377338
0.6947617 0.0003340741
0.7136101 0.0003279153
0.7316104 0.0003297186
0.7336361 0.0003344106
0.744359 0.0003395731
0.7107117 0.0003447947
0.729585 0.0003284655
0.7034176 0.0003520276
0.7286791 0.0003796698
0.7085745 0.0003775713
0.6909546 0.0003668255
0.6654694 0.0003834523
0.6312485 0.0003940652
0.6444623 0.0003810129
0.6336218 0.00037698
0.6245897 0.0003673154
0.6107822 0.000375175
0.577642 0.0003797957
0.6153409 0.0003749639
0.593944 0.0003693889
0.5536593 0.000380448
0.5500797 0.0003564018
0.5628373 0.0003470833
0.5584427 0.000327744
0.5799636 0.000344208
0.5904828 0.0003354143
0.5953974 0.0003338018
0.636845 0.0003485065
0.6620348 0.0003544393
0.6666587 0.000361431
0.6575524 0.0003658682
0.6399049 0.0003865078
0.6503521 0.000372472
0.6366353 0.0003670801
0.6051478 0.0003564367
0.6332872 0.0003572922
0.6346629 0.0003580351
0.6412551 0.0003673719
0.639496 0.0003607476
0.6504268 0.0003717144
0.6371814 0.0003595655
0.6381742 0.0003513117
0.6512752 0.0003498208
0.6754176 0.0003404596
0.7361031 0.0003500502
0.7237191 0.0003544108
0.7016328 0.000354449
0.682774 0.000343153
0.6729498 0.0003565253
0.6584215 0.0003490097
0.6874885 0.0003622285
0.7009097 0.0003370768
0.6839734 0.0003309041
0.7006328 0.0003303071
0.687324 0.0003278027
0.6915541 0.0003333114
0.6579076 0.0003329428
0.655549 0.0003308689
0.6495203 0.0003250005
0.6466384 0.0003330079
0.6310796 0.0003233928
0.6019259 0.0003396577
0.6289077 0.0003391042
0.6098465 0.0003480859
0.6270631 0.0003461319
0.6427308 0.0003532479
0.6354223 0.0003468448
0.6784128 0.0003481255
0.7249434 0.0003402948
0.7158196 0.000333348
0.732378 0.0003375833
0.7322367 0.0003192263
0.7256797 0.000312028
0.7058366 0.0003232625
0.7202193 0.0003201074
0.748671 0.0003266812
0.7506177 0.0003209411
0.7463757 0.0003201069
0.7442633 0.0003495761
0.757145 0.0003402288
0.7571728 0.0003367573
0.7384143 0.000327143
0.7332917 0.0003376944
0.7404698 0.0003534132
0.752227 0.0003751946
0.749335 0.0003791315
0.7390739 0.0004000042
0.7505008 0.0003936951
0.747226 0.0003836784
0.7251447 0.0003869288
0.7208805 0.0004051905
0.6866579 0.0004053986
0.6729479 0.0004116945
0.6663066 0.0004287474
0.6730559 0.0004241492
0.7059085 0.00044426
0.6901093 0.0004392992
0.6714152 0.0004346242
0.6917292 0.0004239738
0.6592186 0.0004175856
0.6550753 0.0004314825
0.6449849 0.00042425
0.6952169 0.0004189157
0.6848076 0.0004117454
0.674573 0.0003993466
0.6491274 0.000383673
0.6683962 0.000390171
0.6525723 0.0003802549
0.6736922 0.0003742905
0.6638055 0.0003681179
0.650858 0.0003655476
0.6606437 0.0003516515
0.613718 0.0003527235
0.6092234 0.0003705231
0.5953368 0.0003715295
0.5876601 0.0003600726
0.590011 0.0003702962
0.5712888 0.0003667516
0.5537014 0.0003826822
0.5341522 0.0003685609
0.5686258 0.0003829703
0.5643006 0.0003847547
0.5413496 0.0003902113
0.533533 0.000388661
0.5479957 0.0003718191
0.5373717 0.0003891688
0.5334527 0.0003824197
0.5480999 0.0003752398
0.5043497 0.0003856204
0.4654745 0.0004064589
0.4935771 0.0003940178
0.5342584 0.0004039895
0.49151 0.0003976987
0.4900527 0.0004366662
0.5092956 0.0004328491
0.4796183 0.0004423262
0.4727155 0.000452028
0.4795657 0.0004627168
0.4712489 0.0004571802
0.4639387 0.0004795575
0.4909124 0.0004662119
0.4790314 0.0004679823
0.4517988 0.0004795557
0.4494072 0.0004957437
0.4726252 0.0004698454
0.4616975 0.0005014615
0.4426862 0.0004908792
0.4119639 0.0004996121
0.3888532 0.0005166494
0.3744403 0.0005171332
0.3562543 0.0005330866
0.3548733 0.0005181609
0.3343472 0.0004944169
0.3435142 0.0004997749
0.362553 0.0005104524
0.3547319 0.0005219054
0.389471 0.0005254119
0.3619179 0.0005346461
0.3715546 0.0005632103
0.404549 0.0005182977
0.4273903 0.0005293901
0.4278321 0.0005453724
0.4204968 0.0005439991
0.3829669 0.0005678466
0.4252507 0.0005466492
0.40462 0.0005322829
0.4495052 0.0005422092
0.4709373 0.0005283394
0.4632756 0.0005430719
0.4687841 0.0005079498
0.4789747 0.0004912834
0.4600512 0.0004994495
0.4984471 0.0004819879
0.4938922 0.0004860757
0.4900175 0.000482853
0.5053208 0.0005011134
0.4607805 0.0005208846
0.4918821 0.0005382016
0.5172607 0.0005529391
0.4915218 0.0005325336
0.4823988 0.0005436382
0.4975598 0.0005613939
0.5064497 0.0005669154
0.5064944 0.0005608362
0.4984851 0.0005703903
0.5145481 0.0005708342
0.509593 0.0005635191
0.5067337 0.0005835923
0.5003682 0.0005660274
0.4878578 0.0005636738
0.5025277 0.0005470651
0.4670578 0.0005273921
0.4634549 0.0005220802
0.4911655 0.0005026083
0.5059255 0.0004793214
0.5207933 0.0004908779
0.5074596 0.0005081962
0.5057829 0.000518858
0.5469599 0.0004997087
0.5091769 0.000467203
0.5202086 0.000469533
0.5095377 0.00046209
0.5418946 0.0004613945
0.5471093 0.0004571397
0.5428941 0.0004788743
0.5442775 0.0004779627
0.5765528 0.0004674349
0.5784118 0.0004778207
0.6031065 0.0004745051
0.589555 0.0004625362
0.5906026 0.0004542125
0.6397701 0.0004627832
0.6424156 0.000450937
0.6534337 0.000429463
0.6379621 0.0004508787
0.6362907 0.0004482515
0.6385446 0.0004227803
0.6280827 0.0004182315
0.6242591 0.0004227907
0.6142685 0.0004211131
0.6327478 0.0004222233
0.6314559 0.00042362
0.6202298 0.000439757
0.62722 0.0004424567
0.5987866 0.0004413409
0.595282 0.0004588299
0.608749 0.0004497292
0.6358546 0.0004510508
0.6049138 0.0004681102
0.6133811 0.0004904888
0.5991662 0.0005125817
0.587555 0.0005094698
0.5879312 0.0005214305
0.5861596 0.0004957198
0.6195172 0.0004824047
0.6158373 0.0004949048
0.6292655 0.0004776895
0.6224898 0.0004894503
0.6048001 0.0004887466
0.5951875 0.0005008128
0.603877 0.0004913968
0.5978952 0.0005220379
0.6099524 0.0005216682
0.6188382 0.0005315728
0.5698411 0.000555719
0.5554496 0.000580557
0.5016442 0.0005794973
0.4927788 0.0005749251
0.5031492 0.0005915259
0.4948812 0.0005962969
0.4848277 0.0005958127
0.4673078 0.0006020437
0.4922036 0.000609219
0.5053081 0.000620674
0.4927888 0.0006009166
0.4684238 0.0005958695
0.4735735 0.0005932382
0.4372836 0.0005911174
0.419281 0.0005802508
0.4208069 0.0005943318
0.3610904 0.0006249719
0.3714937 0.0006206691
0.3846859 0.0006178749
0.3724863 0.0005980944
0.3873702 0.0005621717
0.413083 0.0005601128
0.3971365 0.000560656
0.3803928 0.0005785122
0.3853822 0.000577356
0.3942135 0.0005906715
0.4130241 0.0005998062
0.4544917 0.0005892637
0.4351643 0.0005964075
0.4294428 0.0005800613
0.4533055 0.0005829434
0.4544012 0.0006035643
0.4546737 0.0006004042
0.4462667 0.0005785464
0.4323208 0.0005655655
0.4212393 0.000538079
0.4322362 0.0005478349
